sep=;
100;200;300;400;500;600;700;800;900;1000;
301;50;12;23;130;110;11;16;13;28;
308;92;125;51;52;94;149;133;192;456;
485;74;23;161;82;151;111;26;17;18;
224;59;245;37;588;322;74;85;174;307;
473;108;437;412;172;605;825;74;749;690;
600;618;1149;2394;842;890;1091;322;1988;741;
953;715;842;5363;1465;1977;545;384;210;3070;
270;5184;2785;7122;2331;651;503;1570;2482;3131;
1119;1383;9154;2347;959;8888;2395;11022;9330;793;
1729;1638;1447;3682;2240;1082;673;1723;2634;5790;
